date,city,hour,day_of_week,month,is_weekend,is_peak,weather_score,temperature,humidity,vehicles_count,congestion_level,avg_speed,co2_emissions
2024-12-04,bangalore,7,2,12,0,1,0.509,21.522733781053194,57.239577964456345,28719,71,20.2,5520.87
2024-12-04,bangalore,8,2,12,0,1,0.612,16.25625925638648,80.62001116968119,33201,71,20.2,6151.4
2024-12-04,bangalore,9,2,12,0,1,0.71,37.498875485656676,70.23765847196722,37163,78,17.7,7679.19
2024-12-04,bangalore,10,2,12,0,0,0.795,30.282910556698937,79.30864449832632,13584,38,31.7,3009.61
2024-12-04,bangalore,11,2,12,0,0,0.598,26.168112834438894,33.80278538939591,12641,33,33.5,3061.91
2024-12-04,bangalore,12,2,12,0,0,0.834,18.20034114000731,46.86409347689346,12087,52,26.8,2699.21
2024-12-04,bangalore,13,2,12,0,0,0.518,24.163917306004578,88.70700565120251,10181,26,35.9,2304.23
2024-12-04,bangalore,14,2,12,0,0,0.833,38.17069841021383,31.830829232885897,14689,57,25.1,2358.07
2024-12-04,bangalore,15,2,12,0,0,0.762,25.478562527085636,51.73604116506077,13507,26,35.9,3030.61
2024-12-04,bangalore,16,2,12,0,0,0.673,27.782670694408367,81.71517190196019,11855,44,29.6,2325.39
2024-12-04,bangalore,17,2,12,0,1,0.687,39.84261290232058,59.10544290973346,32668,76,18.4,5370.49
2024-12-04,bangalore,18,2,12,0,1,0.532,29.75387754341906,60.803170838361574,30407,96,11.4,5197.04
2024-12-04,bangalore,19,2,12,0,1,0.847,38.26543705577742,70.83108630639316,32808,68,21.2,6891.58
2024-12-04,bangalore,20,2,12,0,0,0.976,31.69542420322205,81.45262932018177,13292,62,23.3,2314.68
2024-12-04,bangalore,21,2,12,0,0,0.875,39.42685115285548,69.13906786471154,9855,43,30.0,1903.92
2024-12-04,bangalore,22,2,12,0,0,0.781,30.997240245584095,40.073622310257555,13395,42,30.3,3077.17
2024-12-04,bangalore,23,2,12,0,0,0.684,20.756178595966084,56.23227136581012,15253,56,25.4,3290.98
2024-12-04,delhi,0,2,12,0,0,0.938,27.095153041687656,54.82349073633856,20303,52,26.8,4834.96
2024-12-04,delhi,1,2,12,0,0,0.57,39.48205412883314,35.841754043739556,25548,69,20.9,4443.41
2024-12-04,delhi,2,2,12,0,0,0.893,38.726096515932234,48.87115945486755,17656,28,35.2,4083.28
2024-12-04,delhi,3,2,12,0,0,0.685,29.162302755346673,58.7828713881516,17447,68,21.2,4209.71
2024-12-04,delhi,4,2,12,0,0,0.797,23.511746561456746,42.124725821498544,17288,47,28.6,4060.46
2024-12-04,delhi,5,2,12,0,0,0.866,27.5651605455858,52.14883302729452,19505,59,24.4,3016.14
2024-12-04,delhi,6,2,12,0,0,0.981,36.73268362408142,71.69683495507877,18914,33,33.5,3838.94
2024-12-04,delhi,7,2,12,0,0,0.729,36.21670819761981,37.53087677551322,21028,57,25.1,3898.43
2024-12-04,delhi,8,2,12,0,1,0.699,17.410724626602317,89.38488307202235,67696,92,12.8,15567.03
2024-12-04,delhi,9,2,12,0,1,0.942,17.00158555123868,76.76818836964425,62870,92,12.8,12567.32
2024-12-04,delhi,10,2,12,0,1,0.993,23.682790785579193,59.2686084015763,62837,87,14.6,12571.28
2024-12-04,delhi,11,2,12,0,0,0.887,20.9884901573019,58.3879496111287,17297,61,23.7,2779.86
2024-12-04,delhi,12,2,12,0,0,0.667,18.35108380235732,40.98406734100231,24870,56,25.4,6011.15
2024-12-04,delhi,13,2,12,0,0,0.531,16.387731430250554,89.52493480235479,19881,70,20.5,3846.68
2024-12-04,delhi,14,2,12,0,0,0.935,34.94381649308529,61.06966778981163,23487,60,24.0,3663.84
2024-12-04,delhi,15,2,12,0,0,0.621,27.90538834667501,46.79356373655794,22344,36,32.4,4928.0
2024-12-04,delhi,16,2,12,0,0,0.923,33.48958248396612,89.19047867008716,18693,51,27.2,4571.25
2024-12-04,delhi,17,2,12,0,1,0.746,36.07767249662004,60.70087117753944,59766,97,11.1,11942.38
2024-12-04,delhi,18,2,12,0,1,0.979,30.71594690526917,84.39905518701894,58458,80,17.0,8979.66
2024-12-04,delhi,19,2,12,0,1,0.952,19.388889658108873,80.27329431186769,63136,72,19.8,13412.56
2024-12-04,delhi,20,2,12,0,1,0.526,39.39510410363236,32.953116656954535,58524,96,11.4,13748.85
2024-12-04,delhi,21,2,12,0,0,0.709,26.387455457946476,65.76929497688047,21481,48,28.2,3997.51
2024-12-04,delhi,22,2,12,0,0,0.995,38.69959783277638,62.424355084351085,15053,25,36.2,3156.18
2024-12-04,delhi,23,2,12,0,0,0.727,33.939960988208966,52.84383946959835,16906,35,32.8,3673.07
2024-12-04,mumbai,0,2,12,0,0,0.74,15.354219124287075,53.21041504617417,15892,60,24.0,3728.69
2024-12-04,mumbai,1,2,12,0,0,0.501,23.451747426010723,85.98414198589353,18257,31,34.1,3131.68
2024-12-04,mumbai,2,2,12,0,0,0.622,36.247900992034275,34.55576954351996,13795,64,22.6,2343.9
2024-12-04,mumbai,3,2,12,0,0,0.558,37.495396293533325,63.870246384524016,20101,37,32.0,4778.83
2024-12-04,mumbai,4,2,12,0,0,0.855,36.02528044593358,51.42474578861786,19377,36,32.4,3673.9
2024-12-04,mumbai,5,2,12,0,0,0.938,37.27762936443601,68.64933274098104,17483,63,23.0,4056.45
2024-12-04,mumbai,6,2,12,0,0,0.802,32.60031098300587,74.59790683834532,15184,59,24.4,2720.96
2024-12-04,mumbai,7,2,12,0,0,0.749,39.808257666800586,81.98365374043118,14543,46,28.9,2875.59
2024-12-04,mumbai,8,2,12,0,1,0.683,20.165002099926255,65.31770595858987,55540,85,15.3,11517.12
2024-12-04,mumbai,9,2,12,0,1,0.747,23.778986928454188,32.04279225317152,57832,90,13.5,12654.72
2024-12-04,mumbai,10,2,12,0,1,0.735,34.11847130262372,67.96677058417266,64974,93,12.5,16036.38
2024-12-04,mumbai,11,2,12,0,0,0.638,39.90300685590495,36.32204147138901,15588,28,35.2,2341.55
2024-12-04,mumbai,12,2,12,0,0,0.623,33.52880177392456,45.49013769403983,17349,60,24.0,3773.24
2024-12-04,mumbai,13,2,12,0,0,0.944,21.809094766917507,60.41092278713786,14128,43,30.0,2209.15
2024-12-04,mumbai,14,2,12,0,0,0.538,26.70692659715153,54.65237004173212,20029,32,33.8,3363.29
2024-12-04,mumbai,15,2,12,0,0,0.843,25.645525527415344,49.2746531847365,14230,49,27.9,2955.51
2024-12-04,mumbai,16,2,12,0,0,0.991,37.45438285656067,38.109801800568015,13370,50,27.5,2858.0
2024-12-04,mumbai,17,2,12,0,0,0.619,30.93012897370403,43.58617251363494,15396,45,29.2,3552.21
2024-12-04,mumbai,18,2,12,0,1,0.855,28.904330362616307,61.16607082810823,52103,71,20.2,10650.38
2024-12-04,mumbai,19,2,12,0,1,0.862,20.249416159975233,30.412896465585884,55481,88,14.2,13174.4
2024-12-04,mumbai,20,2,12,0,1,0.81,33.255608702817554,79.71679576257954,64880,77,18.1,13772.99
2024-12-04,mumbai,21,2,12,0,1,0.911,24.94190466574431,88.77804848563555,57361,81,16.7,10047.69
2024-12-04,mumbai,22,2,12,0,0,0.867,34.38670475298018,57.162893918514136,18656,49,27.9,4405.21
2024-12-04,mumbai,23,2,12,0,0,0.545,28.20096519038158,82.82970020764333,18077,65,22.2,3880.5
2024-12-04,hyderabad,0,2,12,0,0,0.724,18.888129814223763,62.11161106078697,8983,38,31.7,2047.15
2024-12-04,hyderabad,1,2,12,0,0,0.654,27.463636661629273,31.505553196288258,7748,42,30.3,1431.94
2024-12-04,hyderabad,2,2,12,0,0,0.613,23.58091275541839,66.14629776832993,12406,37,32.0,2719.22
2024-12-04,hyderabad,3,2,12,0,0,0.707,35.08330519785931,89.44472249368297,11515,62,23.3,1969.25
2024-12-04,hyderabad,4,2,12,0,0,0.909,27.209499080542862,34.21586966537123,9761,35,32.8,1885.83
2024-12-04,hyderabad,5,2,12,0,0,0.861,32.85596123342461,33.45288641049084,11151,40,31.0,2658.77
2024-12-04,hyderabad,6,2,12,0,0,0.623,26.098520694691608,57.33376515095704,9447,44,29.6,1586.84
2024-12-04,hyderabad,7,2,12,0,0,0.564,21.710851910660914,77.90013630084468,7537,60,24.0,1631.66
2024-12-04,hyderabad,8,2,12,0,1,0.887,18.911521360907123,83.14712660048451,26421,72,19.8,5565.87
2024-12-04,hyderabad,9,2,12,0,1,0.927,21.063072839616595,67.77690036183543,25425,68,21.2,5406.87
2024-12-04,hyderabad,10,2,12,0,0,0.896,25.142082004961566,81.98893331740842,11831,61,23.7,2892.35
2024-12-04,hyderabad,11,2,12,0,0,0.843,16.138111325803514,45.086280066675684,12006,27,35.5,2498.56
2024-12-04,hyderabad,12,2,12,0,0,0.594,26.74709042005009,70.4053087557802,7656,39,31.4,1824.56
2024-12-04,hyderabad,13,2,12,0,0,0.91,24.946239301244585,55.22530521347528,8349,47,28.6,1628.43
2024-12-04,hyderabad,14,2,12,0,0,0.929,38.82622009871315,64.7098921511668,8740,55,25.8,1564.18
2024-12-04,hyderabad,15,2,12,0,0,0.893,34.19812405954123,50.30121433306255,11996,52,26.8,2245.07
2024-12-04,hyderabad,16,2,12,0,0,0.778,15.676137771209817,36.095412245166,10446,29,34.9,1773.26
2024-12-04,hyderabad,17,2,12,0,0,0.547,22.750202510593518,89.01256053604298,12280,55,25.8,2244.76
2024-12-04,hyderabad,18,2,12,0,1,0.788,35.03099796319695,54.80200757038728,28997,81,16.7,6907.68
2024-12-04,hyderabad,19,2,12,0,1,0.538,17.858026771127108,69.56813784632197,23698,71,20.2,5616.62
2024-12-04,hyderabad,20,2,12,0,0,0.729,19.570895998965533,84.13505907429555,11478,44,29.6,1992.41
2024-12-04,hyderabad,21,2,12,0,0,0.984,24.539105920577004,47.52454825272679,9934,31,34.1,2150.72
2024-12-04,hyderabad,22,2,12,0,0,0.781,32.71414520292328,87.63914254845119,10796,35,32.8,2484.02
2024-12-04,hyderabad,23,2,12,0,0,0.997,19.042943314613048,61.03865258675673,10530,32,33.8,2008.52
2024-12-05,bangalore,0,3,12,0,0,0.84,17.538282490117684,66.97638956250708,12820,33,33.5,1937.21
2024-12-05,bangalore,1,3,12,0,0,0.942,15.78593086155258,81.8516835973128,9665,25,36.2,1640.6
2024-12-05,bangalore,2,3,12,0,0,0.713,33.83233244658254,32.24129006082452,12894,47,28.6,2636.24
2024-12-05,bangalore,3,3,12,0,0,0.829,23.789145671454122,81.9249469759529,14544,32,33.8,2459.5
2024-12-05,bangalore,4,3,12,0,0,0.563,30.83361238048287,70.05323060845257,9813,51,27.2,2023.88
2024-12-05,bangalore,5,3,12,0,0,0.803,18.91784487384943,72.87571575672112,12050,52,26.8,3005.37
2024-12-05,bangalore,6,3,12,0,0,0.963,34.625745498775444,56.8668146386013,9402,44,29.6,2000.53
2024-12-05,bangalore,7,3,12,0,1,0.803,34.26316826565345,74.82573789927889,37285,87,14.6,9150.73
2024-12-05,bangalore,8,3,12,0,1,0.87,29.141882061397695,53.544660913348494,34656,83,16.0,6327.14
2024-12-05,bangalore,9,3,12,0,1,0.741,29.963663369957743,32.8953000141815,34918,86,14.9,8047.52
2024-12-05,bangalore,10,3,12,0,0,0.997,30.562131228121025,79.14807918380112,13418,62,23.3,3165.05
2024-12-05,bangalore,11,3,12,0,0,0.637,28.15225254135524,89.46410609436361,11134,45,29.2,2593.94
2024-12-05,bangalore,12,3,12,0,0,0.862,16.413463809294417,80.41520804795115,11687,26,35.9,2531.1
2024-12-05,bangalore,13,3,12,0,0,0.77,18.73898279221483,81.56475510032257,11435,27,35.5,2475.77
2024-12-05,bangalore,14,3,12,0,0,0.559,33.28941169844472,44.214879968366816,9649,62,23.3,1941.31
2024-12-05,bangalore,15,3,12,0,0,0.99,32.5741670668701,55.30799418768544,14702,59,24.4,3529.84
2024-12-05,bangalore,16,3,12,0,0,0.829,36.283598235324085,35.66207881085174,10896,40,31.0,2347.2
2024-12-05,bangalore,17,3,12,0,1,0.506,25.833905197225096,52.00802322391468,29079,80,17.0,5626.11
2024-12-05,bangalore,18,3,12,0,1,0.504,20.651219228102704,33.02139007694403,39088,81,16.7,6843.59
2024-12-05,bangalore,19,3,12,0,1,0.56,31.115297052040454,44.42276772111971,39010,100,10.0,5876.46
2024-12-05,bangalore,20,3,12,0,0,0.952,34.499610339344,52.60258004163125,14244,43,30.0,2930.71
2024-12-05,bangalore,21,3,12,0,0,0.679,28.127850916779614,45.50892787665328,15099,60,24.0,3351.86
2024-12-05,bangalore,22,3,12,0,0,0.674,28.94513465578612,72.11705970910776,12356,60,24.0,1902.37
2024-12-05,bangalore,23,3,12,0,0,0.937,20.079961958575588,32.72756194980923,11222,35,32.8,2543.3
2024-12-05,delhi,0,3,12,0,0,0.835,33.25063309370499,69.0859507943913,22184,51,27.2,4370.09
2024-12-05,delhi,1,3,12,0,0,0.574,25.89553778129546,86.83655516170916,26203,39,31.4,4894.61
2024-12-05,delhi,2,3,12,0,0,0.854,21.63968859969085,78.93418883657205,23210,43,30.0,5310.33
2024-12-05,delhi,3,3,12,0,0,0.919,28.25553537115765,65.74708810744822,21008,55,25.8,4917.41
2024-12-05,delhi,4,3,12,0,0,0.978,38.33617741305961,45.79998196586206,24276,56,25.4,4847.9
2024-12-05,delhi,5,3,12,0,0,0.541,16.877768548348232,71.1723401812051,21003,60,24.0,3165.06
2024-12-05,delhi,6,3,12,0,0,0.596,33.31176116337126,55.40956491156806,23560,43,30.0,5216.95
2024-12-05,delhi,7,3,12,0,0,0.925,32.22145923770302,43.39007266175828,22110,37,32.0,3824.91
2024-12-05,delhi,8,3,12,0,1,0.875,25.765945388661248,79.12441852335755,68272,77,18.1,15047.83
2024-12-05,delhi,9,3,12,0,1,0.902,17.123427506327864,45.909098249493496,56337,74,19.1,12379.74
2024-12-05,delhi,10,3,12,0,1,0.913,27.74724495374074,35.709858070460726,73713,74,19.1,11581.17
2024-12-05,delhi,11,3,12,0,0,0.663,17.250144150677382,73.07169785878673,23543,64,22.6,4757.39
2024-12-05,delhi,12,3,12,0,0,0.574,21.82052304437967,74.96918167539417,18573,29,34.9,4610.24
2024-12-05,delhi,13,3,12,0,0,0.601,26.445709742602745,67.80238160448228,23710,47,28.6,4744.45
2024-12-05,delhi,14,3,12,0,0,0.704,28.262743517721646,70.23413914774035,23983,65,22.2,4105.58
2024-12-05,delhi,15,3,12,0,0,0.671,20.954058686721872,61.3546579984246,18424,27,35.5,4328.7
2024-12-05,delhi,16,3,12,0,0,0.779,21.382569100555322,37.284669390703215,19269,35,32.8,3205.88
2024-12-05,delhi,17,3,12,0,1,0.951,33.25324207755375,81.28153455057094,70053,94,12.1,16678.03
2024-12-05,delhi,18,3,12,0,1,0.586,15.504406141369254,67.68884033828922,69797,80,17.0,12117.21
2024-12-05,delhi,19,3,12,0,1,0.748,15.280430956410749,73.70708170367072,60151,70,20.5,11415.92
2024-12-05,delhi,20,3,12,0,1,0.589,28.05274655813989,69.1780952791911,54835,95,11.8,11159.39
2024-12-05,delhi,21,3,12,0,0,0.927,37.64434173603733,66.6241654523893,20109,51,27.2,4831.87
2024-12-05,delhi,22,3,12,0,0,0.705,16.527472166039733,69.19656813593325,22647,48,28.2,3575.6
2024-12-05,delhi,23,3,12,0,0,0.625,38.01575795179042,44.57335335476844,19706,51,27.2,4749.18
2024-12-05,mumbai,0,3,12,0,0,0.576,27.221322139844226,51.37657286816125,14684,51,27.2,2730.73
2024-12-05,mumbai,1,3,12,0,0,0.625,17.768159173604438,62.12695694965366,14616,60,24.0,3159.6
2024-12-05,mumbai,2,3,12,0,0,0.875,33.75271049226849,54.808458847155855,18861,51,27.2,3649.92
2024-12-05,mumbai,3,3,12,0,0,0.848,38.49827391086446,34.248796336291825,12776,35,32.8,2992.82
2024-12-05,mumbai,4,3,12,0,0,0.714,17.318138944103296,35.47763962087608,19864,41,30.6,3886.7
2024-12-05,mumbai,5,3,12,0,0,0.795,36.1267226072447,35.28037675184904,13529,26,35.9,2603.5
2024-12-05,mumbai,6,3,12,0,0,0.71,37.87825862945233,75.81367094170598,17714,58,24.7,2667.32
2024-12-05,mumbai,7,3,12,0,0,0.644,23.732511259215137,36.85561428889567,21322,55,25.8,3557.27
2024-12-05,mumbai,8,3,12,0,1,0.914,17.659300496056506,59.90520158678429,50260,96,11.4,7769.11
2024-12-05,mumbai,9,3,12,0,1,0.906,20.736418372871363,35.761109372857995,50773,92,12.8,10364.86
2024-12-05,mumbai,10,3,12,0,1,0.57,36.06848595448111,80.81779554830115,65837,76,18.4,12815.01
2024-12-05,mumbai,11,3,12,0,0,0.539,34.17195622079099,64.31137770052817,15208,30,34.5,2845.68
2024-12-05,mumbai,12,3,12,0,0,0.742,21.091797842816067,74.1094638813635,16579,34,33.1,2642.83
2024-12-05,mumbai,13,3,12,0,0,0.641,22.183438870177035,36.98057742927256,13597,50,27.5,2651.52
2024-12-05,mumbai,14,3,12,0,0,0.826,24.470574212121754,35.39250482344627,16449,29,34.9,3965.71
2024-12-05,mumbai,15,3,12,0,0,0.697,30.375785792320713,75.67369496097439,14211,44,29.6,2965.69
2024-12-05,mumbai,16,3,12,0,0,0.66,18.753285680479358,67.02462551323464,14992,28,35.2,3581.21
2024-12-05,mumbai,17,3,12,0,0,0.998,23.023210079225795,67.91071676769897,18315,49,27.9,3131.37
2024-12-05,mumbai,18,3,12,0,1,0.65,29.668850027635862,85.11662150081142,65587,78,17.7,13901.87
2024-12-05,mumbai,19,3,12,0,1,0.549,31.038202542766335,73.98314172790788,73167,100,10.0,12473.74
2024-12-05,mumbai,20,3,12,0,1,0.785,17.317489955873743,54.28084059366823,57902,81,16.7,10410.66
2024-12-05,mumbai,21,3,12,0,1,0.529,26.883152234840438,34.85441680004742,73430,96,11.4,13639.06
2024-12-05,mumbai,22,3,12,0,0,0.549,34.09474500538616,54.10823751695564,13396,67,21.6,2099.58
2024-12-05,mumbai,23,3,12,0,0,0.554,22.95183416658321,42.9417453196126,19805,35,32.8,3758.8
2024-12-05,hyderabad,0,3,12,0,0,0.831,15.291398020858914,59.738306756370704,11371,30,34.5,1711.04
2024-12-05,hyderabad,1,3,12,0,0,0.566,36.674609089770755,30.43164575950272,8133,37,32.0,1769.02
2024-12-05,hyderabad,2,3,12,0,0,0.794,20.24969884775176,78.08710010755453,9784,37,32.0,1538.14
2024-12-05,hyderabad,3,3,12,0,0,0.603,21.23746539023582,66.02688444585075,9167,48,28.2,1686.39
2024-12-05,hyderabad,4,3,12,0,0,0.502,18.299596759474323,86.32390052742156,10560,39,31.4,2038.03
2024-12-05,hyderabad,5,3,12,0,0,0.506,17.789972459312818,88.22965771895375,12172,30,34.5,1831.73
2024-12-05,hyderabad,6,3,12,0,0,0.822,15.986966210947916,72.04475244653827,11549,62,23.3,1843.44
2024-12-05,hyderabad,7,3,12,0,0,0.777,26.37904063635714,56.55008274608305,8065,62,23.3,1911.82
2024-12-05,hyderabad,8,3,12,0,1,0.945,27.44391967107841,69.21649521783081,22706,71,20.2,3860.44
2024-12-05,hyderabad,9,3,12,0,1,0.532,21.717532839211355,67.15326858216474,20762,68,21.2,3221.45
2024-12-05,hyderabad,10,3,12,0,0,0.94,31.358436817508228,65.19802906926087,11109,29,34.9,2176.87
2024-12-05,hyderabad,11,3,12,0,0,0.802,21.71203493626765,87.81543297307206,7576,34,33.1,1296.53
2024-12-05,hyderabad,12,3,12,0,0,0.973,29.789926622259962,44.84287669776016,10536,30,34.5,1746.86
2024-12-05,hyderabad,13,3,12,0,0,0.7,18.00852125526902,50.722259522242595,7613,25,36.2,1406.81
2024-12-05,hyderabad,14,3,12,0,0,0.748,36.11914497096119,51.95048818577782,10091,60,24.0,1663.27
2024-12-05,hyderabad,15,3,12,0,0,0.699,29.28392079736984,32.60403068882986,9593,55,25.8,1890.42
2024-12-05,hyderabad,16,3,12,0,0,0.605,28.307304103285556,79.80975489215521,9263,62,23.3,1647.88
2024-12-05,hyderabad,17,3,12,0,0,0.757,28.46452507633485,68.06996272696256,8513,61,23.7,1586.56
2024-12-05,hyderabad,18,3,12,0,1,0.76,30.92179192772765,86.69172251993507,23184,67,21.6,4317.84
2024-12-05,hyderabad,19,3,12,0,1,0.687,15.70065940126636,88.08020942070397,23456,91,13.2,4131.91
2024-12-05,hyderabad,20,3,12,0,0,0.918,18.178228078754227,66.39757709422304,10840,55,25.8,1836.68
2024-12-05,hyderabad,21,3,12,0,0,0.82,34.00880917731109,80.93951646421405,11597,32,33.8,2017.39
2024-12-05,hyderabad,22,3,12,0,0,0.589,22.29543427455617,84.8079446774104,11787,59,24.4,2703.85
2024-12-05,hyderabad,23,3,12,0,0,0.804,31.287039917269258,89.66377282518293,8390,29,34.9,1280.23
2024-12-06,bangalore,0,4,12,0,0,0.88,19.160033763646652,46.11254548013956,10690,52,26.8,2598.69
2024-12-06,bangalore,1,4,12,0,0,0.92,24.031388639243506,60.3325692405091,13067,40,31.0,3018.66
2024-12-06,bangalore,2,4,12,0,0,0.544,22.85352047992903,88.73115473850956,12501,39,31.4,2396.13
2024-12-06,bangalore,3,4,12,0,0,0.554,16.969538536924752,33.43131712332609,13215,67,21.6,2354.48
2024-12-06,bangalore,4,4,12,0,0,0.638,17.881397607209372,76.81746436206939,12225,44,29.6,2344.48
2024-12-06,bangalore,5,4,12,0,0,0.935,39.43467596603063,49.15376422151143,9256,31,34.1,1407.28
2024-12-06,bangalore,6,4,12,0,0,0.517,30.09825167476299,87.71598437308103,15970,34,33.1,2909.48
2024-12-06,bangalore,7,4,12,0,1,0.929,24.87916792095723,89.1218777910009,34470,69,20.9,7939.3
2024-12-06,bangalore,8,4,12,0,1,0.906,38.35081384443948,67.57776530369054,32987,93,12.5,7188.31
2024-12-06,bangalore,9,4,12,0,1,0.838,27.297135418879463,66.28857420355405,28297,81,16.7,6589.57
2024-12-06,bangalore,10,4,12,0,0,0.607,37.76069806676749,87.2730351167809,15334,27,35.5,2952.14
2024-12-06,bangalore,11,4,12,0,0,0.941,28.07691392743681,77.92351302532919,12724,29,34.9,3178.45
2024-12-06,bangalore,12,4,12,0,0,0.997,34.360939551301385,36.07835510450084,13229,26,35.9,2447.82
2024-12-06,bangalore,13,4,12,0,0,0.937,15.748066171649048,55.305877016327926,14995,52,26.8,3177.52
2024-12-06,bangalore,14,4,12,0,0,0.865,17.81860716050187,62.43160297683008,9243,46,28.9,1905.51
2024-12-06,bangalore,15,4,12,0,0,0.777,34.67292565978394,76.27841762366182,14456,39,31.4,2398.97
2024-12-06,bangalore,16,4,12,0,0,0.973,19.87334461292546,58.61806239613547,10994,51,27.2,2653.36
2024-12-06,bangalore,17,4,12,0,1,0.561,18.41451995380824,31.99054186724487,28438,70,20.5,6339.44
2024-12-06,bangalore,18,4,12,0,1,0.882,32.72838215588274,54.714753530468016,39586,76,18.4,6089.93
2024-12-06,bangalore,19,4,12,0,1,0.934,29.739492760101676,40.67208717194288,36874,67,21.6,6083.87
2024-12-06,bangalore,20,4,12,0,0,0.983,25.956103399594877,35.66566096591888,9297,51,27.2,2184.26
2024-12-06,bangalore,21,4,12,0,0,0.574,35.12461993585716,87.43920787277624,15661,44,29.6,3588.56
2024-12-06,bangalore,22,4,12,0,0,0.673,20.174370600200866,64.24962991591474,15578,53,26.5,2792.06
2024-12-06,bangalore,23,4,12,0,0,0.522,31.50113317651069,79.83241395158889,13408,30,34.5,2679.09
2024-12-06,delhi,0,4,12,0,0,0.824,27.45161936050662,81.15114356034101,19169,63,23.0,3937.33
2024-12-06,delhi,1,4,12,0,0,0.95,18.886657689340577,34.175478751562196,22605,55,25.8,4093.56
2024-12-06,delhi,2,4,12,0,0,0.796,38.5895478833601,89.02328141326848,23833,48,28.2,3806.87
2024-12-06,delhi,3,4,12,0,0,0.684,30.569707258207725,41.748845134376474,26555,68,21.2,5344.17
2024-12-06,delhi,4,4,12,0,0,0.62,29.292122795058965,63.26476647098228,23480,40,31.0,4493.77
2024-12-06,delhi,5,4,12,0,0,0.962,24.31488605432422,33.12205318033597,16574,59,24.4,3587.22
2024-12-06,delhi,6,4,12,0,0,0.522,28.815746957224846,60.61304800292456,22534,39,31.4,4882.27
2024-12-06,delhi,7,4,12,0,0,0.681,35.80286701927769,64.5557107704489,20405,60,24.0,4991.59
2024-12-06,delhi,8,4,12,0,1,0.614,22.777170869655823,52.21720459456033,79494,73,19.5,16832.08
2024-12-06,delhi,9,4,12,0,1,0.802,36.6572026437007,80.63326282552465,69203,76,18.4,15036.63
2024-12-06,delhi,10,4,12,0,1,0.705,38.697353788325415,76.81388872139519,69579,69,20.9,11550.54
2024-12-06,delhi,11,4,12,0,0,0.988,15.203716962492823,65.77975145223715,22924,52,26.8,3859.28
2024-12-06,delhi,12,4,12,0,0,0.609,17.491004932031284,30.809828842181307,23651,45,29.2,4933.69
2024-12-06,delhi,13,4,12,0,0,0.525,24.738346890660015,54.396015644708115,26391,54,26.1,6203.8
2024-12-06,delhi,14,4,12,0,0,0.933,35.105880817789476,43.60995348555197,21938,62,23.3,5247.22
2024-12-06,delhi,15,4,12,0,0,0.97,24.219123030934526,34.05617882950936,21963,55,25.8,4651.09
2024-12-06,delhi,16,4,12,0,0,0.986,21.326359359850034,83.30473198754636,19531,34,33.1,3937.58
2024-12-06,delhi,17,4,12,0,1,0.997,24.800942428431156,51.09152659350245,52314,85,15.3,10515.44
2024-12-06,delhi,18,4,12,0,1,0.753,19.372888164516738,35.93708159998772,71536,76,18.4,12437.47
2024-12-06,delhi,19,4,12,0,1,0.746,29.285174643181556,33.08085198449074,69152,85,15.3,13363.03
2024-12-06,delhi,20,4,12,0,1,0.983,25.475314353853552,54.193064973507255,60911,73,19.5,14486.26
2024-12-06,delhi,21,4,12,0,0,0.524,17.143030877976365,71.26195827266639,21419,56,25.4,4436.9
2024-12-06,delhi,22,4,12,0,0,0.991,34.1055121580964,45.83898389202028,17912,43,30.0,3240.11
2024-12-06,delhi,23,4,12,0,0,0.658,28.178470499601545,61.12493340547638,17964,47,28.6,3623.58
2024-12-06,mumbai,0,4,12,0,0,0.742,35.78862816933237,48.47961074286455,16441,46,28.9,2763.56
2024-12-06,mumbai,1,4,12,0,0,0.995,21.072721814936727,88.35634043679889,14583,40,31.0,2429.07
2024-12-06,mumbai,2,4,12,0,0,0.759,20.78979431839464,40.91686716748792,17857,47,28.6,3252.59
2024-12-06,mumbai,3,4,12,0,0,0.899,36.76133711663683,52.802533539022704,14872,49,27.9,2448.94
2024-12-06,mumbai,4,4,12,0,0,0.958,27.948105514735165,84.03297196421909,12606,36,32.4,1916.12
2024-12-06,mumbai,5,4,12,0,0,0.781,24.465154054779582,41.77375169501908,18034,51,27.2,2965.39
2024-12-06,mumbai,6,4,12,0,0,0.723,39.73619090695013,48.31377733604059,16517,50,27.5,2764.29
2024-12-06,mumbai,7,4,12,0,0,0.914,33.26444060909211,31.840354291935608,14973,48,28.2,2413.35
2024-12-06,mumbai,8,4,12,0,1,0.642,16.64345296062688,42.53676631253124,70901,74,19.1,16003.32
2024-12-06,mumbai,9,4,12,0,1,0.956,20.496618901080566,48.68767297413429,64315,86,14.9,14004.45
2024-12-06,mumbai,10,4,12,0,1,0.846,33.31036603851307,57.10407133509585,63774,77,18.1,10642.7
2024-12-06,mumbai,11,4,12,0,0,0.842,17.27151001004302,54.326280350537075,20555,28,35.2,3366.22
2024-12-06,mumbai,12,4,12,0,0,0.52,15.616015172256368,86.57427839839474,19302,66,21.9,4251.17
2024-12-06,mumbai,13,4,12,0,0,0.767,35.06975621209804,37.114337021719436,13356,55,25.8,3000.49
2024-12-06,mumbai,14,4,12,0,0,0.882,38.234226233223744,74.4714013753128,13098,25,36.2,3225.32
2024-12-06,mumbai,15,4,12,0,0,0.887,18.18683317703212,61.844468220623135,18639,28,35.2,3907.46
